Input,Input Type,MGI Gene/Marker ID,Symbol,Name,Feature Type
ATP9A,current symbol,MGI:1330826,Atp9a,"ATPase, class II, type 9A",protein coding gene
ATP9B,current symbol,MGI:1354757,Atp9b,"ATPase, class II, type 9B",protein coding gene
C2orf28,human synonym,MGI:1918918,Atraid,all-trans retinoic acid induced differentiation factor,protein coding gene
ATRN,current symbol,MGI:1341628,Atrn,attractin,protein coding gene
ATRNL1,current symbol,MGI:2147749,Atrnl1,attractin like 1,protein coding gene
KIAA0319L,human symbol,MGI:2140475,AU040320,expressed sequence AU040320,protein coding gene
AVPR1A,current symbol,MGI:1859216,Avpr1a,arginine vasopressin receptor 1A,protein coding gene
AVPR1B,current symbol,MGI:1347010,Avpr1b,arginine vasopressin receptor 1B,protein coding gene
AVPR2,current symbol,MGI:88123,Avpr2,arginine vasopressin receptor 2,protein coding gene
DGAT2L4,old symbol,MGI:3045345,Awat2,acyl-CoA wax alcohol acyltransferase 2,protein coding gene
AXL,current symbol,MGI:1347244,Axl,AXL receptor tyrosine kinase,protein coding gene
BACE1,current symbol,MGI:1346542,Bace1,beta-site APP cleaving enzyme 1,protein coding gene
BACE2,current symbol,MGI:1860440,Bace2,beta-site APP-cleaving enzyme 2,protein coding gene
BAK1,current symbol,MGI:1097161,Bak1,BCL2-antagonist/killer 1,protein coding gene
BAMBI,current symbol,MGI:1915260,Bambi,BMP and activin membrane-bound inhibitor,protein coding gene
BAX,current symbol,MGI:99702,Bax,BCL2-associated X protein,protein coding gene
C1orf27,human symbol,MGI:2385108,BC003331,cDNA sequence BC003331,protein coding gene
C6orf89,human symbol,MGI:2136782,BC004004,cDNA sequence BC004004,protein coding gene
C16orf58,human symbol,MGI:2384572,BC017158,cDNA sequence BC017158,protein coding gene
BCAP31,current symbol,MGI:1350933,Bcap31,B cell receptor associated protein 31,protein coding gene
BCHE,current symbol,MGI:894278,Bche,butyrylcholinesterase,protein coding gene
BCL2L2,current symbol,MGI:108052,Bcl2l2,BCL2-like 2,protein coding gene
BDKRB1,current symbol,MGI:88144,Bdkrb1,"bradykinin receptor, beta 1",protein coding gene
BDKRB2,current symbol,MGI:102845,Bdkrb2,"bradykinin receptor, beta 2",protein coding gene
BEST1,current symbol,MGI:1346332,Best1,bestrophin 1,protein coding gene
BEST2,current symbol,MGI:2387588,Best2,bestrophin 2,protein coding gene
BEST3,current symbol,MGI:3580298,Best3,bestrophin 3,protein coding gene
BFAR,current symbol,MGI:1914368,Bfar,bifunctional apoptosis regulator,protein coding gene
BIK,current symbol,MGI:1206591,Bik,BCL2-interacting killer,protein coding gene
BLCAP,current symbol,MGI:1858907,Blcap,bladder cancer associated protein,protein coding gene
BMPR1A,current symbol,MGI:1338938,Bmpr1a,"bone morphogenetic protein receptor, type 1A",protein coding gene
BMPR1B,current symbol,MGI:107191,Bmpr1b,"bone morphogenetic protein receptor, type 1B",protein coding gene
BMPR2,current symbol,MGI:1095407,Bmpr2,"bone morphogenetic protein receptor, type II (serine/threonine kinase)",protein coding gene
BNIP1,current symbol,MGI:109328,Bnip1,BCL2/adenovirus E1B interacting protein 1,protein coding gene
BOC,current symbol,MGI:2151153,Boc,biregional cell adhesion molecule-related/down-regulated by oncogenes (Cdon) binding protein,protein coding gene
BRI3,current symbol,MGI:1933174,Bri3,brain protein I3,protein coding gene
BRI3BP,current symbol,MGI:1924059,Bri3bp,Bri3 binding protein,protein coding gene
C16orf79,human synonym,MGI:2441766,Bricd5,BRICHOS domain containing 5,protein coding gene
BRS3,current symbol,MGI:1100501,Brs3,bombesin-like receptor 3,protein coding gene
BSG,current symbol,MGI:88208,Bsg,basigin,protein coding gene
BSND,current symbol,MGI:2153465,Bsnd,"Bartter syndrome, infantile, with sensorineural deafness (Barttin)",protein coding gene
BTC,current symbol,MGI:99439,Btc,"betacellulin, epidermal growth factor family member",protein coding gene
BTLA,current symbol,MGI:2658978,Btla,B and T lymphocyte associated,protein coding gene
BTN1A1,current symbol,MGI:103118,Btn1a1,"butyrophilin, subfamily 1, member A1",protein coding gene
BTN2A1,cattle symbol,MGI:3606486,Btn2a2,"butyrophilin, subfamily 2, member A2",protein coding gene
BTNL3,old symbol,MGI:1932027,Btnl1,butyrophilin-like 1,protein coding gene
BTN3A2,rat symbol,MGI:1932036,Btnl4,butyrophilin-like 4,protein coding gene
BTN3A2,rat symbol,MGI:1932038,Btnl6,butyrophilin-like 6,protein coding gene
BTNL9,current symbol,MGI:2442439,Btnl9,butyrophilin-like 9,protein coding gene
BVES,current symbol,MGI:1346013,Bves,blood vessel epicardial substance,protein coding gene
LRP1,human synonym,MGI:1927354,C1d,C1D nuclear receptor co-repressor,protein coding gene
C3AR1,current symbol,MGI:1097680,C3ar1,complement component 3a receptor 1,protein coding gene
C5AR1,current symbol,MGI:88232,C5ar1,complement component 5a receptor 1,protein coding gene
GPR77,old symbol,MGI:2442013,C5ar2,complement component 5a receptor 2,protein coding gene
CABP7,current symbol,MGI:2183437,Cabp7,calcium binding protein 7,protein coding gene
C9orf7,human synonym,MGI:1924317,Cacfd1,calcium channel flower domain containing 1,protein coding gene
CACHD1,current symbol,MGI:2444177,Cachd1,cache domain containing 1,protein coding gene
CACNA1B,current symbol,MGI:88296,Cacna1b,"calcium channel, voltage-dependent, N type, alpha 1B subunit",protein coding gene
CACNA1C,current symbol,MGI:103013,Cacna1c,"calcium channel, voltage-dependent, L type, alpha 1C subunit",protein coding gene
CACNA1D,current symbol,MGI:88293,Cacna1d,"calcium channel, voltage-dependent, L type, alpha 1D subunit",protein coding gene
CACNA1E,current symbol,MGI:106217,Cacna1e,"calcium channel, voltage-dependent, R type, alpha 1E subunit",protein coding gene
CACNA1F,current symbol,MGI:1859639,Cacna1f,"calcium channel, voltage-dependent, alpha 1F subunit",protein coding gene
CACNA1G,current symbol,MGI:1201678,Cacna1g,"calcium channel, voltage-dependent, T type, alpha 1G subunit",protein coding gene
CACNA1H,current symbol,MGI:1928842,Cacna1h,"calcium channel, voltage-dependent, T type, alpha 1H subunit",protein coding gene
CACNA1I,current symbol,MGI:2178051,Cacna1i,"calcium channel, voltage-dependent, alpha 1I subunit",protein coding gene
CACNA1S,current symbol,MGI:88294,Cacna1s,"calcium channel, voltage-dependent, L type, alpha 1S subunit",protein coding gene
CACNG1,current symbol,MGI:1206582,Cacng1,"calcium channel, voltage-dependent, gamma subunit 1",protein coding gene
CACNG2,current symbol,MGI:1316660,Cacng2,"calcium channel, voltage-dependent, gamma subunit 2",protein coding gene
CACNG3,current symbol,MGI:1859165,Cacng3,"calcium channel, voltage-dependent, gamma subunit 3",protein coding gene
CACNG4,current symbol,MGI:1859167,Cacng4,"calcium channel, voltage-dependent, gamma subunit 4",protein coding gene
CACNG5,current symbol,MGI:2157946,Cacng5,"calcium channel, voltage-dependent, gamma subunit 5",protein coding gene
CACNG6,current symbol,MGI:1859168,Cacng6,"calcium channel, voltage-dependent, gamma subunit 6",protein coding gene
CACNG7,current symbol,MGI:1932374,Cacng7,"calcium channel, voltage-dependent, gamma subunit 7",protein coding gene
CACNG8,current symbol,MGI:1932376,Cacng8,"calcium channel, voltage-dependent, gamma subunit 8",protein coding gene
CADM1,current symbol,MGI:1889272,Cadm1,cell adhesion molecule 1,protein coding gene
CADM2,current symbol,MGI:2442722,Cadm2,cell adhesion molecule 2,protein coding gene
CADM3,current symbol,MGI:2137858,Cadm3,cell adhesion molecule 3,protein coding gene
CADM4,current symbol,MGI:2449088,Cadm4,cell adhesion molecule 4,protein coding gene
CALCR,current symbol,MGI:101950,Calcr,calcitonin receptor,protein coding gene
CALCRL,current symbol,MGI:1926944,Calcrl,calcitonin receptor-like,protein coding gene
CALHM1,current symbol,MGI:3643383,Calhm1,calcium homeostasis modulator 1,protein coding gene
CALHM2,current symbol,MGI:1919941,Calhm2,calcium homeostasis modulator 2,protein coding gene
CALN1,current symbol,MGI:2155987,Caln1,calneuron 1,protein coding gene
CALY,current symbol,MGI:1915816,Caly,calcyon neuron-specific vesicular protein,protein coding gene
CA12,human symbol,MGI:1923709,Car12,carbonic anhydrase 12,protein coding gene
CA14,rat synonym,MGI:1344341,Car14,carbonic anhydrase 14,protein coding gene
CA4,rat synonym,MGI:1096574,Car4,carbonic anhydrase 4,protein coding gene
C9orf89,human synonym,MGI:1915730,Card19,"caspase recruitment domain family, member 19",protein coding gene
CASD1,current symbol,MGI:2384865,Casd1,CAS1 domain containing 1,protein coding gene
CASR,current symbol,MGI:1351351,Casr,calcium-sensing receptor,protein coding gene
CATSPER1,current symbol,MGI:2179947,Catsper1,"cation channel, sperm associated 1",protein coding gene
CATSPER2,current symbol,MGI:2387404,Catsper2,"cation channel, sperm associated 2",protein coding gene
CATSPER3,current symbol,MGI:1924106,Catsper3,"cation channel, sperm associated 3",protein coding gene
CATSPER4,current symbol,MGI:3043288,Catsper4,"cation channel, sperm associated 4",protein coding gene
CATSPERB,current symbol,MGI:2443988,Catsperb,catsper channel auxiliary subunit beta,protein coding gene
TMEM146,old symbol,MGI:2147030,Catsperd,catsper channel auxiliary subunit delta,protein coding gene
C19orf15,human synonym,MGI:2443617,Catsperg1,catsper channel auxiliary subunit gamma 1,protein coding gene
C19orf15,human synonym,MGI:1923968,Catsperg2,catsper channel auxiliary subunit gamma 2,protein coding gene
CAV1,current symbol,MGI:102709,Cav1,"caveolin 1, caveolae protein",protein coding gene
CAV2,current symbol,MGI:107571,Cav2,caveolin 2,protein coding gene
CAV3,current symbol,MGI:107570,Cav3,caveolin 3,protein coding gene
C19orf26,human synonym,MGI:1354170,Cbarp,"calcium channel, voltage-dependent, beta subunit associated regulatory protein",protein coding gene
CCDC107,current symbol,MGI:1913423,Ccdc107,coiled-coil domain containing 107,protein coding gene
CCDC108,current symbol,MGI:2444274,Ccdc108,coiled-coil domain containing 108,protein coding gene
CCDC109B,current symbol,MGI:1914065,Ccdc109b,coiled-coil domain containing 109B,protein coding gene
HHATL,dog symbol,MGI:1920144,Ccdc13,coiled-coil domain containing 13,protein coding gene
CCDC136,current symbol,MGI:1918128,Ccdc136,coiled-coil domain containing 136,protein coding gene
C6orf129,human synonym,MGI:1915847,Ccdc167,coiled-coil domain containing 167,protein coding gene
KIAA1529,human synonym,MGI:2685871,Ccdc180,coiled-coil domain containing 180,protein coding gene
CCDC51,current symbol,MGI:1913908,Ccdc51,coiled-coil domain containing 51,protein coding gene
CCDC90B,current symbol,MGI:1913615,Ccdc90b,coiled-coil domain containing 90B,protein coding gene
CCKAR,current symbol,MGI:99478,Cckar,cholecystokinin A receptor,protein coding gene
CCKBR,current symbol,MGI:99479,Cckbr,cholecystokinin B receptor,protein coding gene
CD2,synonym,MGI:88314,Ccnd2,cyclin D2,protein coding gene
CCPG1,current symbol,MGI:1196419,Ccpg1,cell cycle progression 1,protein coding gene
CCR1,current symbol,MGI:104618,Ccr1,chemokine (C-C motif) receptor 1,protein coding gene
CCR10,current symbol,MGI:1096320,Ccr10,chemokine (C-C motif) receptor 10,protein coding gene
CCR2,current symbol,MGI:106185,Ccr2,chemokine (C-C motif) receptor 2,protein coding gene
CCR3,current symbol,MGI:104616,Ccr3,chemokine (C-C motif) receptor 3,protein coding gene
CCR4,current symbol,MGI:107824,Ccr4,chemokine (C-C motif) receptor 4,protein coding gene
CCR5,current symbol,MGI:107182,Ccr5,chemokine (C-C motif) receptor 5,protein coding gene
CCR6,current symbol,MGI:1333797,Ccr6,chemokine (C-C motif) receptor 6,protein coding gene
CCR7,current symbol,MGI:103011,Ccr7,chemokine (C-C motif) receptor 7,protein coding gene
CCR8,current symbol,MGI:1201402,Ccr8,chemokine (C-C motif) receptor 8,protein coding gene
CCR9,current symbol,MGI:1341902,Ccr9,chemokine (C-C motif) receptor 9,protein coding gene
CCRL2,current symbol,MGI:1920904,Ccrl2,chemokine (C-C motif) receptor-like 2,protein coding gene
IGSF2,old symbol,MGI:2685862,Cd101,CD101 antigen,protein coding gene
CD151,current symbol,MGI:1096360,Cd151,CD151 antigen,protein coding gene
CD163,current symbol,MGI:2135946,Cd163,CD163 antigen,protein coding gene
CD163,chicken symbol,MGI:2443796,Cd163l1,CD163 molecule-like 1,protein coding gene
CD164,current symbol,MGI:1859568,Cd164,CD164 antigen,protein coding gene
CD164L2,current symbol,MGI:1916905,Cd164l2,CD164 sialomucin-like 2,protein coding gene
CD180,current symbol,MGI:1194924,Cd180,CD180 antigen,protein coding gene
CD19,current symbol,MGI:88319,Cd19,CD19 antigen,protein coding gene
CD1A,old symbol,MGI:107674,Cd1d1,CD1d1 antigen,protein coding gene
CD1A,human synonym,MGI:107675,Cd1d2,CD1d2 antigen,protein coding gene
CD2,current symbol,MGI:88320,Cd2,CD2 antigen,protein coding gene
CD200,current symbol,MGI:1196990,Cd200,CD200 antigen,protein coding gene
CD200R1,current symbol,MGI:1889024,Cd200r1,CD200 receptor 1,protein coding gene
CD200R1,human symbol,MGI:3042847,Cd200r2,Cd200 receptor 2,protein coding gene
CD200R1,human symbol,MGI:1921853,Cd200r3,CD200 receptor 3,protein coding gene
CD200R1,human symbol,MGI:3036289,Cd200r4,CD200 receptor 4,protein coding gene
ASGR1,"frog, western clawed symbol",MGI:2180021,Cd207,CD207 antigen,protein coding gene
CLEC4M,human symbol,MGI:2157942,Cd209a,CD209a antigen,protein coding gene
CLEC4M,human symbol,MGI:1916415,Cd209b,CD209b antigen,protein coding gene
CLEC4M,human symbol,MGI:2157945,Cd209c,CD209c antigen,protein coding gene
CLEC4M,rat synonym,MGI:2157947,Cd209d,CD209d antigen,protein coding gene
CLEC4M,human symbol,MGI:2157948,Cd209e,CD209e antigen,protein coding gene
CD22,current symbol,MGI:88322,Cd22,CD22 antigen,protein coding gene
CD226,current symbol,MGI:3039602,Cd226,CD226 antigen,protein coding gene
CD247,current symbol,MGI:88334,Cd247,CD247 antigen,protein coding gene
CD248,current symbol,MGI:1917695,Cd248,"CD248 antigen, endosialin",protein coding gene
CD24,human symbol,MGI:88323,Cd24a,CD24a antigen,protein coding gene
CD27,current symbol,MGI:88326,Cd27,CD27 antigen,protein coding gene
CD274,current symbol,MGI:1926446,Cd274,CD274 antigen,protein coding gene
CD276,current symbol,MGI:2183926,Cd276,CD276 antigen,protein coding gene
CD28,current symbol,MGI:88327,Cd28,CD28 antigen,protein coding gene
CD300A,current symbol,MGI:2443411,Cd300a,CD300A molecule,protein coding gene
CD300C,current symbol,MGI:3032626,Cd300c,CD300C molecule,protein coding gene
CD300C,old symbol,MGI:2153249,Cd300c2,CD300C molecule 2,protein coding gene
CD300E,current symbol,MGI:2387602,Cd300e,CD300E molecule,protein coding gene
CD300LB,current symbol,MGI:2685099,Cd300lb,CD300 molecule like family member B,protein coding gene
CD300LF,current symbol,MGI:2442359,Cd300lf,CD300 molecule like family member F,protein coding gene
CD300LG,current symbol,MGI:1289168,Cd300lg,CD300 molecule like family member G,protein coding gene
CD302,current symbol,MGI:1913455,Cd302,CD302 antigen,protein coding gene
CD320,current symbol,MGI:1860083,Cd320,CD320 antigen,protein coding gene
CD33,current symbol,MGI:99440,Cd33,CD33 antigen,protein coding gene
CD34,current symbol,MGI:88329,Cd34,CD34 antigen,protein coding gene
CD36,current symbol,MGI:107899,Cd36,CD36 antigen,protein coding gene
CD37,current symbol,MGI:88330,Cd37,CD37 antigen,protein coding gene
CD3G,"frog, western clawed symbol",MGI:88331,Cd3d,"CD3 antigen, delta polypeptide",protein coding gene
CD3E,current symbol,MGI:88332,Cd3e,"CD3 antigen, epsilon polypeptide",protein coding gene
CD3G,current symbol,MGI:88333,Cd3g,"CD3 antigen, gamma polypeptide",protein coding gene
CD4,current symbol,MGI:88335,Cd4,CD4 antigen,protein coding gene
CD40,current symbol,MGI:88336,Cd40,CD40 antigen,protein coding gene
CD44,current symbol,MGI:88338,Cd44,CD44 antigen,protein coding gene
CD46,current symbol,MGI:1203290,Cd46,"CD46 antigen, complement regulatory protein",protein coding gene
CD47,current symbol,MGI:96617,Cd47,"CD47 antigen (Rh-related antigen, integrin-associated signal transducer)",protein coding gene
CD48,current symbol,MGI:88339,Cd48,CD48 antigen,protein coding gene
CD5,current symbol,MGI:88340,Cd5,CD5 antigen,protein coding gene
CD52,current symbol,MGI:1346088,Cd52,CD52 antigen,protein coding gene
CD53,current symbol,MGI:88341,Cd53,CD53 antigen,protein coding gene
CD6,current symbol,MGI:103566,Cd6,CD6 antigen,protein coding gene
CD63,current symbol,MGI:99529,Cd63,CD63 antigen,protein coding gene
CD69,current symbol,MGI:88343,Cd69,CD69 antigen,protein coding gene
CD7,current symbol,MGI:88344,Cd7,CD7 antigen,protein coding gene
CD72,current symbol,MGI:88345,Cd72,CD72 antigen,protein coding gene
CD74,current symbol,MGI:96534,Cd74,"CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)",protein coding gene
CD79A,current symbol,MGI:101774,Cd79a,CD79A antigen (immunoglobulin-associated alpha),protein coding gene
CD79B,current symbol,MGI:96431,Cd79b,CD79B antigen,protein coding gene
CD80,current symbol,MGI:101775,Cd80,CD80 antigen,protein coding gene
CD81,current symbol,MGI:1096398,Cd81,CD81 antigen,protein coding gene
CD82,current symbol,MGI:104651,Cd82,CD82 antigen,protein coding gene
CD83,current symbol,MGI:1328316,Cd83,CD83 antigen,protein coding gene
CD84,current symbol,MGI:1336885,Cd84,CD84 antigen,protein coding gene
CD86,current symbol,MGI:101773,Cd86,CD86 antigen,protein coding gene
CD8A,current symbol,MGI:88346,Cd8a,"CD8 antigen, alpha chain",protein coding gene
CD8B,human symbol,MGI:88347,Cd8b1,"CD8 antigen, beta chain 1",protein coding gene
CD9,current symbol,MGI:88348,Cd9,CD9 antigen,protein coding gene
CD93,current symbol,MGI:106664,Cd93,CD93 antigen,protein coding gene
CD96,current symbol,MGI:1934368,Cd96,CD96 antigen,protein coding gene
CD99,current symbol,MGI:1913728,Cd99,CD99 antigen,protein coding gene
CD99L2,current symbol,MGI:2177151,Cd99l2,CD99 antigen-like 2,protein coding gene
